wiI7pd,comentarios_traducidos
el pleno centro histórico y en un restaurado edificio de carácter patrimonial donde funcionaba la excaja de pensiones y posteriormente  el monte de piedad se establece el hospital del día del iess en el centro de quito donde su,The Plenary Historic Center and in a restored heritage building where the Excaja de Pensions worked and subsequently the Mount of Piedad establishes the IESS Day Hospital in the center of Quito where its
pésimo cambian las citas a su gusto y antojo y uno se entera ya cuando llega al sitio  mal muy mal  diría que  definitivamente no sirve,lousy change the appointments to their liking and craving and one knows when it arrives at the site very badly I would say that it definitely does not work
no hay turnos el personal de atención al cliente sin voluntad de atender son personas de mayores que no saben dar una instrucción,There are no shift
buena experiencia sin demoras innecesarias me atendieron de buena manera,Good experience without unnecessary delays attended me in a good way
lenta la atención por emergencia desavastecida la farmaciaya llevo 4 horas en emergencia,Slow attention due to emergency the pharmaciaya has been 4 hours in emergency
excelente trato de la doctora ventura muy limpio todo y con extremo cuidado para que no haya contagios,Excellent treatment of Dr. Ventura very clean everything and with extreme care so that there are no infections
muy buena atención es importante llegar media hora antes del turno para la preparación y así evitar problemas si llegas tarde no te quejes,Very good attention is important for half an hour before the shift for preparation and thus avoid problems if you are late do not complain
hospital del iess ya se  son,IESS Hospital are already
muy poco carisma de los médicos,muy poco carisma de los médicos
terrible atención perdí mi tiempo en ese lugar me hicieron esperara 6 meses para atención de ecografía y cuando llega la fecha no me atienden,Terrible attention I lost my time in that place they made me wait 6 months for ultrasound care and when the date comes they do not serve me
un concurrido centro médico  con una atención médica medianamente buena,un concurrido centro médico  con una atención médica medianamente buena
después de agenda ya el turno es lo más rápido para un tratamiento de parálisis,After agenda and the turn is the fastest for paralysis treatment
fui a agendar una cita para odontologia en junio y me dieron para noviembre,I went to schedule an appointment for dentistry in June and they gave me for November
excelente atención y buen servicio a los afiliados,Excellent attention and good service to affiliates
mala atención lenta y descordial aquí se ve el sistema que tiene el país con su pueblo,Bad slow and discordial attention here see the system that has the country with its people
esta equipado con sistema de inseguridad por la emergencia sanitaria,It is equipped with a system of insecurity by the health emergency
por q es muy facil y la información fue inmediata,because it is very easy and the information was immediate
sele llama al telefono y no estan daponibles nadie,Sele calls the phone and nobody are available
falta,lack
muchas gente amable,Many kind people
buen trato pero falta más información,Good treatment but more information is missing
lindo lugar amplio,Nice spacious place
muy buen lugar,Very good place
atención médica,medical attention
bonito,pretty
los teléfonos son deficientes,The phones are poor
sita médica,sita médica
otrosteren,other need
cita médica,medical appointment
más me demore en sentarme en la silla del consultorio que la atención que pude recibir por parte de la draespecialista gatroentorologa del centro médicoun servicio deficiente lamentablemente,more I took me to sit in the chair of the office than the attention I could receive from the draospecialist GatroTorology of the medical center unfortunately poor service
tengo que decirlo lamentablemente la atención a los pacientes es deficiente no por los médicos que atienden a los pacientes son excelentes profesionales sino el problema radica en admisión donde uno tiene que ir a calificarse para que le puedan atender en su cita médica se demora eternas memorias,"I have to say it unfortunately care for patients is poor not by doctors who care for patients are excellent professionals but the problem lies in admission where one has to go to qualify so that they can attend to him in his medical appointment, eternal memories are delayed"
